0.000000000000000000e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.000000000000000000e+00,inf,inf,inf,inf,2.000000000000000000e+00,inf,1.000000000000000000e+00,inf,inf,1.000000000000000000e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,0.000000000000000000e+00,3.000000000000000000e+00,inf,4.000000000000000000e+00,inf,inf,inf,inf,1.000000000000000000e+00,inf,inf,inf,inf,inf,inf,5.000000000000000000e+00,inf,1.200000000000000000e+01,inf,2.000000000000000000e+00,inf,inf,inf,inf,inf,inf,inf,inf,5.000000000000000000e+00,4.000000000000000000e+00,inf,inf,1.100000000000000000e+01,3.000000000000000000e+00,inf,inf,inf,inf,inf,inf,3.000000000000000000e+00,inf,5.000000000000000000e+00,4.000000000000000000e+00,inf,inf,3.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
inf,3.000000000000000000e+00,0.000000000000000000e+00,inf,4.000000000000000000e+00,inf,inf,inf,inf,2.000000000000000000e+00,inf,inf,inf,inf,inf,inf,5.000000000000000000e+00,inf,1.200000000000000000e+01,inf,2.000000000000000000e+00,inf,inf,inf,inf,inf,inf,inf,inf,3.000000000000000000e+00,4.000000000000000000e+00,inf,inf,1.100000000000000000e+01,3.000000000000000000e+00,inf,inf,inf,inf,inf,inf,1.000000000000000000e+00,inf,5.000000000000000000e+00,2.000000000000000000e+00,inf,inf,3.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00,1.000000000000000000e+00
inf,inf,inf,0.000000000000000000e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,4.000000000000000000e+00,4.000000000000000000e+00,inf,0.000000000000000000e+00,inf,inf,inf,inf,3.000000000000000000e+00,inf,inf,inf,inf,inf,inf,4.000000000000000000e+00,inf,1.100000000000000000e+01,inf,2.000000000000000000e+00,inf,inf,inf,inf,inf,inf,inf,inf,5.000000000000000000e+00,3.000000000000000000e+00,inf,inf,1.000000000000000000e+01,2.000000000000000000e+00,inf,inf,inf,inf,inf,inf,3.000000000000000000e+00,inf,4.000000000000000000e+00,4.000000000000000000e+00,inf,inf,1.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00
inf,inf,inf,inf,inf,0.000000000000000000e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,0.000000000000000000e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.000000000000000000e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,0.000000000000000000e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,inf,inf,inf,inf,inf,inf,inf,0.000000000000000000e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
inf,1.000000000000000000e+00,2.000000000000000000e+00,inf,3.000000000000000000e+00,inf,inf,inf,inf,0.000000000000000000e+00,inf,inf,inf,inf,inf,inf,4.000000000000000000e+00,inf,1.100000000000000000e+01,inf,1.000000000000000000e+00,inf,inf,inf,inf,inf,inf,inf,inf,4.000000000000000000e+00,3.000000000000000000e+00,inf,inf,1.000000000000000000e+01,2.000000000000000000e+00,inf,inf,inf,inf,inf,inf,2.000000000000000000e+00,inf,4.000000000000000000e+00,3.000000000000000000e+00,inf,inf,2.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00
