u,v,jaccard,adamic_adar
jakeharmon8,mooskagh,0.0,0.0
jakeharmon8,ermilovmaxim,0.0,0.0
jakeharmon8,mraunak,0.0,0.0
jakeharmon8,zvikinoza,0.0,0.0
jakeharmon8,nvgrw,0.0,0.0
jakeharmon8,allanrenucci,0.0,0.0
jakeharmon8,ezhulenev,0.0,0.0
jakeharmon8,apivovarov,0.0,0.0
mwhittaker,chsigg,0.0,0.0
mwhittaker,belitskiy,0.0,0.0
mwhittaker,WillFroom,0.0,0.0
mwhittaker,EusebioDM,0.2,0.48089834696298783
mwhittaker,hugomano,0.0,0.0
mwhittaker,Moerafaat,0.0,0.0
mwhittaker,alekstheod,0.0,0.0
mwhittaker,thomasjoerg,0.0,0.0
mwhittaker,jpienaar,0.0,0.0
mwhittaker,yashk2810,0.0,0.0
mwhittaker,ggawryal,0.0,0.0
mwhittaker,bixia1,0.0,0.0
mwhittaker,shawnwang18,0.0,0.0
mwhittaker,pizzud,0.0,0.0
mwhittaker,akhilgoe,0.0,0.0
mwhittaker,majnemer,0.3333333333333333,0.48089834696298783
mwhittaker,alexander-shaposhnikov,0.0,0.0
mwhittaker,cantonios,0.0,0.0
mwhittaker,mrguenther,0.0,0.0
mwhittaker,mkuperst,0.0,0.0
mwhittaker,mtsokol,0.0,0.0
mwhittaker,protobird-git,0.0,0.0
mwhittaker,beckerhe,0.0,0.0
mwhittaker,deqiangc,0.0,0.0
mwhittaker,mooskagh,0.5,0.48089834696298783
mwhittaker,ermilovmaxim,0.0,0.0
mwhittaker,mraunak,0.0,0.0
mwhittaker,zvikinoza,0.0,0.0
mwhittaker,nvgrw,0.25,0.48089834696298783
mwhittaker,allanrenucci,0.0,0.0
mwhittaker,ezhulenev,0.5,0.48089834696298783
mwhittaker,apivovarov,0.0,0.0
chsigg,belitskiy,0.0,0.0
chsigg,EusebioDM,0.0,0.0
chsigg,hugomano,0.0,0.0
chsigg,alekstheod,0.0,0.0
chsigg,thomasjoerg,0.0,0.0
chsigg,jpienaar,0.0,0.0
chsigg,yashk2810,0.0,0.0
chsigg,ggawryal,0.0,0.0
chsigg,bixia1,0.0,0.0
chsigg,shawnwang18,0.0,0.0
chsigg,Tixxx,0.0,0.0
chsigg,pizzud,0.0,0.0
chsigg,akhilgoe,0.0,0.0
chsigg,majnemer,0.0,0.0
chsigg,tensorflower-gardener,0.0,0.0
chsigg,alexander-shaposhnikov,0.0,0.0
chsigg,cantonios,0.0,0.0
chsigg,mrguenther,0.0,0.0
chsigg,mkuperst,0.0,0.0
chsigg,mtsokol,0.0,0.0
chsigg,protobird-git,0.0,0.0
chsigg,beckerhe,0.0,0.0
chsigg,deqiangc,0.0,0.0
chsigg,mooskagh,0.0,0.0
chsigg,ermilovmaxim,0.0,0.0
chsigg,mraunak,0.0,0.0
chsigg,zvikinoza,0.0,0.0
chsigg,nvgrw,0.0,0.0
chsigg,allanrenucci,0.0,0.0
chsigg,ezhulenev,0.0,0.0
chsigg,apivovarov,0.0,0.0
belitskiy,WillFroom,0.0,0.0
belitskiy,EusebioDM,0.0,0.0
belitskiy,hugomano,0.0,0.0
belitskiy,Moerafaat,0.0,0.0
belitskiy,alekstheod,0.0,0.0
belitskiy,thomasjoerg,0.0,0.0
belitskiy,jpienaar,0.0,0.0
belitskiy,yashk2810,0.0,0.0
belitskiy,ggawryal,0.0,0.0
belitskiy,bixia1,0.0,0.0
belitskiy,shawnwang18,0.0,0.0
belitskiy,Tixxx,0.0,0.0
belitskiy,pizzud,0.0,0.0
belitskiy,akhilgoe,0.0,0.0
belitskiy,tensorflower-gardener,0.125,1.4426950408889634
belitskiy,alexander-shaposhnikov,0.0,0.0
belitskiy,cantonios,0.0,0.0
belitskiy,mrguenther,0.0,0.0
belitskiy,mkuperst,0.0,0.0
belitskiy,mtsokol,0.0,0.0
belitskiy,protobird-git,0.0,0.0
belitskiy,beckerhe,0.0,0.0
belitskiy,deqiangc,0.0,0.0
belitskiy,mooskagh,0.0,0.0
belitskiy,ermilovmaxim,0.0,0.0
belitskiy,mraunak,0.0,0.0
belitskiy,zvikinoza,0.0,0.0
belitskiy,nvgrw,0.0,0.0
belitskiy,allanrenucci,0.0,0.0
belitskiy,ezhulenev,0.0,0.0
belitskiy,apivovarov,0.0,0.0
WillFroom,EusebioDM,0.0,0.0
WillFroom,hugomano,0.0,0.0
WillFroom,alekstheod,0.0,0.0
WillFroom,thomasjoerg,0.0,0.0
WillFroom,jpienaar,0.0,0.0
WillFroom,yashk2810,0.0,0.0
WillFroom,ggawryal,0.0,0.0
WillFroom,bixia1,0.0,0.0
WillFroom,shawnwang18,0.0,0.0
WillFroom,Tixxx,0.0,0.0
WillFroom,pizzud,0.0,0.0
WillFroom,akhilgoe,0.0,0.0
WillFroom,majnemer,0.0,0.0
WillFroom,tensorflower-gardener,0.0,0.0
WillFroom,alexander-shaposhnikov,0.0,0.0
WillFroom,cantonios,0.0,0.0
WillFroom,mrguenther,0.0,0.0
WillFroom,mkuperst,0.0,0.0
WillFroom,mtsokol,0.0,0.0
WillFroom,protobird-git,0.0,0.0
WillFroom,beckerhe,0.0,0.0
WillFroom,deqiangc,0.0,0.0
WillFroom,mooskagh,0.0,0.0
WillFroom,ermilovmaxim,0.0,0.0
WillFroom,mraunak,0.0,0.0
WillFroom,zvikinoza,0.0,0.0
WillFroom,nvgrw,0.0,0.0
WillFroom,allanrenucci,0.0,0.0
WillFroom,ezhulenev,0.0,0.0
WillFroom,apivovarov,0.0,0.0
EusebioDM,hugomano,0.0,0.0
EusebioDM,Moerafaat,0.0,0.0
EusebioDM,alekstheod,0.0,0.0
EusebioDM,thomasjoerg,0.0,0.0
EusebioDM,jpienaar,0.0,0.0
EusebioDM,yashk2810,0.0,0.0
EusebioDM,ggawryal,0.0,0.0
EusebioDM,bixia1,0.0,0.0
EusebioDM,shawnwang18,0.16666666666666666,0.5581106265512472
EusebioDM,Tixxx,0.2,0.48089834696298783
EusebioDM,pizzud,0.0,0.0
EusebioDM,akhilgoe,0.0,0.0
EusebioDM,majnemer,0.2,0.48089834696298783
EusebioDM,alexander-shaposhnikov,0.0,0.0
EusebioDM,cantonios,0.0,0.0
EusebioDM,mrguenther,0.0,0.0
EusebioDM,mkuperst,0.0,0.0
EusebioDM,mtsokol,0.0,0.0
EusebioDM,protobird-git,0.0,0.0
EusebioDM,deqiangc,0.0,0.0
EusebioDM,mooskagh,0.25,0.48089834696298783
EusebioDM,ermilovmaxim,0.16666666666666666,0.5581106265512472
EusebioDM,mraunak,0.0,0.0
EusebioDM,zvikinoza,0.0,0.0
EusebioDM,allanrenucci,0.16666666666666666,0.5581106265512472
EusebioDM,ezhulenev,0.25,0.48089834696298783
EusebioDM,apivovarov,0.0,0.0
hugomano,Moerafaat,0.0,0.0
hugomano,alekstheod,0.0,0.0
hugomano,thomasjoerg,0.0,0.0
hugomano,jpienaar,0.0,0.0
hugomano,yashk2810,0.0,0.0
hugomano,ggawryal,0.0,0.0
hugomano,bixia1,0.0,0.0
hugomano,shawnwang18,0.0,0.0
hugomano,Tixxx,0.0,0.0
hugomano,pizzud,0.0,0.0
hugomano,akhilgoe,0.0,0.0
hugomano,majnemer,0.0,0.0
hugomano,tensorflower-gardener,0.0,0.0
hugomano,alexander-shaposhnikov,0.0,0.0
hugomano,cantonios,0.0,0.0
hugomano,mrguenther,0.0,0.0
hugomano,mkuperst,0.0,0.0
hugomano,mtsokol,0.0,0.0
hugomano,protobird-git,0.0,0.0
hugomano,beckerhe,0.0,0.0
hugomano,deqiangc,0.0,0.0
hugomano,mooskagh,0.0,0.0
hugomano,ermilovmaxim,0.0,0.0
hugomano,mraunak,0.0,0.0
hugomano,zvikinoza,0.0,0.0
hugomano,nvgrw,0.0,0.0
hugomano,allanrenucci,0.0,0.0
hugomano,ezhulenev,0.0,0.0
hugomano,apivovarov,0.0,0.0
Moerafaat,alekstheod,0.0,0.0
Moerafaat,thomasjoerg,0.0,0.0
Moerafaat,jpienaar,0.0,0.0
Moerafaat,yashk2810,0.0,0.0
Moerafaat,ggawryal,0.0,0.0
Moerafaat,bixia1,0.0,0.0
Moerafaat,shawnwang18,0.0,0.0
Moerafaat,Tixxx,0.0,0.0
Moerafaat,pizzud,0.0,0.0
Moerafaat,akhilgoe,0.0,0.0
Moerafaat,majnemer,0.0,0.0
Moerafaat,tensorflower-gardener,0.0,0.0
Moerafaat,alexander-shaposhnikov,0.0,0.0
Moerafaat,cantonios,0.0,0.0
Moerafaat,mrguenther,0.0,0.0
Moerafaat,mkuperst,0.0,0.0
Moerafaat,mtsokol,0.0,0.0
Moerafaat,protobird-git,0.0,0.0
Moerafaat,beckerhe,0.0,0.0
Moerafaat,deqiangc,0.0,0.0
Moerafaat,mooskagh,0.0,0.0
Moerafaat,ermilovmaxim,0.0,0.0
Moerafaat,mraunak,0.0,0.0
Moerafaat,zvikinoza,0.0,0.0
Moerafaat,nvgrw,0.0,0.0
Moerafaat,allanrenucci,0.0,0.0
Moerafaat,ezhulenev,0.0,0.0
Moerafaat,apivovarov,0.0,0.0
alekstheod,thomasjoerg,0.0,0.0
alekstheod,jpienaar,0.0,0.0
alekstheod,yashk2810,0.0,0.0
alekstheod,ggawryal,0.0,0.0
alekstheod,bixia1,0.0,0.0
alekstheod,shawnwang18,0.0,0.0
alekstheod,Tixxx,0.0,0.0
alekstheod,pizzud,0.0,0.0
alekstheod,akhilgoe,0.0,0.0
alekstheod,majnemer,0.0,0.0
alekstheod,tensorflower-gardener,0.0,0.0
alekstheod,alexander-shaposhnikov,0.0,0.0
alekstheod,cantonios,0.0,0.0
alekstheod,mrguenther,0.0,0.0
alekstheod,mkuperst,0.0,0.0
alekstheod,mtsokol,0.0,0.0
alekstheod,protobird-git,0.0,0.0
alekstheod,beckerhe,0.0,0.0
alekstheod,deqiangc,0.0,0.0
alekstheod,mooskagh,0.0,0.0
alekstheod,ermilovmaxim,0.0,0.0
alekstheod,mraunak,0.0,0.0
alekstheod,zvikinoza,0.0,0.0
alekstheod,nvgrw,0.0,0.0
alekstheod,allanrenucci,0.0,0.0
alekstheod,ezhulenev,0.0,0.0
alekstheod,apivovarov,0.0,0.0
thomasjoerg,jpienaar,0.0,0.0
thomasjoerg,yashk2810,0.0,0.0
thomasjoerg,ggawryal,0.0,0.0
thomasjoerg,bixia1,0.0,0.0
thomasjoerg,shawnwang18,0.0,0.0
thomasjoerg,Tixxx,0.0,0.0
thomasjoerg,pizzud,0.0,0.0
thomasjoerg,akhilgoe,0.0,0.0
thomasjoerg,majnemer,0.0,0.0
thomasjoerg,tensorflower-gardener,0.0,0.0
thomasjoerg,alexander-shaposhnikov,0.0,0.0
thomasjoerg,cantonios,0.0,0.0
thomasjoerg,mrguenther,0.0,0.0
thomasjoerg,mkuperst,0.0,0.0
thomasjoerg,mtsokol,0.0,0.0
thomasjoerg,protobird-git,0.0,0.0
thomasjoerg,beckerhe,0.0,0.0
thomasjoerg,deqiangc,0.0,0.0
thomasjoerg,mooskagh,0.0,0.0
thomasjoerg,ermilovmaxim,0.0,0.0
thomasjoerg,mraunak,0.0,0.0
thomasjoerg,zvikinoza,0.0,0.0
thomasjoerg,nvgrw,0.0,0.0
thomasjoerg,allanrenucci,0.0,0.0
thomasjoerg,ezhulenev,0.0,0.0
thomasjoerg,apivovarov,0.0,0.0
jpienaar,yashk2810,0.0,0.0
jpienaar,ggawryal,0.0,0.0
jpienaar,bixia1,0.0,0.0
jpienaar,shawnwang18,0.0,0.0
jpienaar,Tixxx,0.0,0.0
jpienaar,pizzud,0.0,0.0
jpienaar,akhilgoe,0.0,0.0
jpienaar,majnemer,0.0,0.0
jpienaar,tensorflower-gardener,0.0,0.0
jpienaar,alexander-shaposhnikov,0.0,0.0
jpienaar,cantonios,0.0,0.0
jpienaar,mrguenther,0.0,0.0
jpienaar,mkuperst,0.0,0.0
jpienaar,mtsokol,0.0,0.0
jpienaar,protobird-git,0.0,0.0
jpienaar,beckerhe,0.0,0.0
jpienaar,deqiangc,0.0,0.0
jpienaar,mooskagh,0.0,0.0
jpienaar,ermilovmaxim,0.0,0.0
jpienaar,mraunak,0.0,0.0
jpienaar,zvikinoza,0.0,0.0
jpienaar,nvgrw,0.0,0.0
jpienaar,allanrenucci,0.0,0.0
jpienaar,ezhulenev,0.0,0.0
jpienaar,apivovarov,0.0,0.0
yashk2810,ggawryal,0.0,0.0
yashk2810,bixia1,0.0,0.0
yashk2810,shawnwang18,0.0,0.0
yashk2810,Tixxx,0.0,0.0
yashk2810,pizzud,0.0,0.0
yashk2810,akhilgoe,0.0,0.0
yashk2810,majnemer,0.0,0.0
yashk2810,tensorflower-gardener,0.0,0.0
yashk2810,alexander-shaposhnikov,0.0,0.0
yashk2810,cantonios,0.0,0.0
yashk2810,mrguenther,0.0,0.0
yashk2810,mkuperst,0.0,0.0
yashk2810,mtsokol,0.0,0.0
yashk2810,protobird-git,0.0,0.0
yashk2810,beckerhe,0.0,0.0
yashk2810,deqiangc,0.0,0.0
yashk2810,mooskagh,0.0,0.0
yashk2810,ermilovmaxim,0.0,0.0
yashk2810,mraunak,0.0,0.0
yashk2810,zvikinoza,0.0,0.0
yashk2810,nvgrw,0.0,0.0
yashk2810,allanrenucci,0.0,0.0
yashk2810,ezhulenev,0.0,0.0
yashk2810,apivovarov,0.0,0.0
ggawryal,bixia1,0.0,0.0
ggawryal,shawnwang18,0.0,0.0
ggawryal,Tixxx,0.0,0.0
ggawryal,pizzud,0.0,0.0
ggawryal,akhilgoe,0.0,0.0
ggawryal,majnemer,0.0,0.0
ggawryal,tensorflower-gardener,0.0,0.0
ggawryal,alexander-shaposhnikov,0.0,0.0
ggawryal,cantonios,0.0,0.0
ggawryal,mrguenther,0.0,0.0
ggawryal,mkuperst,0.0,0.0
ggawryal,mtsokol,0.0,0.0
ggawryal,protobird-git,0.0,0.0
ggawryal,beckerhe,0.0,0.0
ggawryal,deqiangc,0.0,0.0
ggawryal,mooskagh,0.0,0.0
ggawryal,ermilovmaxim,0.0,0.0
ggawryal,mraunak,0.0,0.0
ggawryal,zvikinoza,0.0,0.0
ggawryal,nvgrw,0.0,0.0
ggawryal,allanrenucci,0.0,0.0
ggawryal,ezhulenev,0.0,0.0
ggawryal,apivovarov,0.0,0.0
bixia1,shawnwang18,0.0,0.0
bixia1,Tixxx,0.0,0.0
bixia1,pizzud,0.0,0.0
bixia1,akhilgoe,0.0,0.0
bixia1,majnemer,0.0,0.0
bixia1,tensorflower-gardener,0.0,0.0
bixia1,alexander-shaposhnikov,0.0,0.0
bixia1,cantonios,0.0,0.0
bixia1,mrguenther,0.0,0.0
bixia1,mkuperst,0.0,0.0
bixia1,mtsokol,0.0,0.0
bixia1,protobird-git,0.0,0.0
bixia1,beckerhe,0.0,0.0
bixia1,deqiangc,0.0,0.0
bixia1,mooskagh,0.0,0.0
bixia1,ermilovmaxim,0.0,0.0
bixia1,mraunak,0.0,0.0
bixia1,zvikinoza,0.0,0.0
bixia1,nvgrw,0.0,0.0
bixia1,allanrenucci,0.0,0.0
bixia1,ezhulenev,0.0,0.0
bixia1,apivovarov,0.0,0.0
shawnwang18,Tixxx,0.0,0.0
shawnwang18,pizzud,0.0,0.0
shawnwang18,akhilgoe,0.0,0.0
shawnwang18,majnemer,0.0,0.0
shawnwang18,tensorflower-gardener,0.0,0.0
shawnwang18,alexander-shaposhnikov,0.0,0.0
shawnwang18,cantonios,0.0,0.0
shawnwang18,mrguenther,0.0,0.0
shawnwang18,mkuperst,0.0,0.0
shawnwang18,mtsokol,0.0,0.0
shawnwang18,protobird-git,0.0,0.0
shawnwang18,deqiangc,0.0,0.0
shawnwang18,mooskagh,0.0,0.0
shawnwang18,mraunak,0.0,0.0
shawnwang18,zvikinoza,0.0,0.0
shawnwang18,nvgrw,0.0,0.0
shawnwang18,ezhulenev,0.0,0.0
shawnwang18,apivovarov,0.0,0.0
Tixxx,pizzud,0.0,0.0
Tixxx,akhilgoe,0.0,0.0
Tixxx,majnemer,0.3333333333333333,0.48089834696298783
Tixxx,alexander-shaposhnikov,0.0,0.0
Tixxx,cantonios,0.0,0.0
Tixxx,mrguenther,0.0,0.0
Tixxx,mkuperst,0.0,0.0
Tixxx,mtsokol,0.0,0.0
Tixxx,protobird-git,0.0,0.0
Tixxx,beckerhe,0.0,0.0
Tixxx,deqiangc,0.0,0.0
Tixxx,mooskagh,0.5,0.48089834696298783
Tixxx,ermilovmaxim,0.0,0.0
Tixxx,mraunak,0.0,0.0
Tixxx,zvikinoza,0.0,0.0
Tixxx,nvgrw,0.25,0.48089834696298783
Tixxx,allanrenucci,0.0,0.0
Tixxx,ezhulenev,0.5,0.48089834696298783
Tixxx,apivovarov,0.0,0.0
pizzud,akhilgoe,0.0,0.0
pizzud,majnemer,0.0,0.0
pizzud,tensorflower-gardener,0.0,0.0
pizzud,alexander-shaposhnikov,0.0,0.0
pizzud,cantonios,0.0,0.0
pizzud,mrguenther,0.0,0.0
pizzud,mkuperst,0.0,0.0
pizzud,mtsokol,0.0,0.0
pizzud,protobird-git,0.0,0.0
pizzud,beckerhe,0.0,0.0
pizzud,deqiangc,0.0,0.0
pizzud,mooskagh,0.0,0.0
pizzud,ermilovmaxim,0.0,0.0
pizzud,mraunak,0.0,0.0
pizzud,zvikinoza,0.0,0.0
pizzud,nvgrw,0.0,0.0
pizzud,allanrenucci,0.0,0.0
pizzud,ezhulenev,0.0,0.0
pizzud,apivovarov,0.0,0.0
akhilgoe,majnemer,0.0,0.0
akhilgoe,tensorflower-gardener,0.0,0.0
akhilgoe,cantonios,0.0,0.0
akhilgoe,mrguenther,0.0,0.0
akhilgoe,mkuperst,0.0,0.0
akhilgoe,mtsokol,0.0,0.0
akhilgoe,protobird-git,0.0,0.0
akhilgoe,beckerhe,0.0,0.0
akhilgoe,deqiangc,0.0,0.0
akhilgoe,mooskagh,0.0,0.0
akhilgoe,ermilovmaxim,0.0,0.0
akhilgoe,mraunak,0.0,0.0
akhilgoe,zvikinoza,0.0,0.0
akhilgoe,nvgrw,0.0,0.0
akhilgoe,allanrenucci,0.0,0.0
akhilgoe,ezhulenev,0.0,0.0
akhilgoe,apivovarov,0.0,0.0
majnemer,alexander-shaposhnikov,0.0,0.0
majnemer,cantonios,0.0,0.0
majnemer,mrguenther,0.0,0.0
majnemer,mkuperst,0.0,0.0
majnemer,mtsokol,0.0,0.0
majnemer,protobird-git,0.0,0.0
majnemer,beckerhe,0.0,0.0
majnemer,deqiangc,0.0,0.0
majnemer,mooskagh,0.5,0.48089834696298783
majnemer,ermilovmaxim,0.0,0.0
majnemer,mraunak,0.0,0.0
majnemer,zvikinoza,0.0,0.0
majnemer,nvgrw,0.25,0.48089834696298783
majnemer,allanrenucci,0.0,0.0
majnemer,ezhulenev,0.5,0.48089834696298783
majnemer,apivovarov,0.0,0.0
tensorflower-gardener,alexander-shaposhnikov,0.0,0.0
tensorflower-gardener,cantonios,0.0,0.0
tensorflower-gardener,mrguenther,0.0,0.0
tensorflower-gardener,mkuperst,0.0,0.0
tensorflower-gardener,mtsokol,0.0,0.0
tensorflower-gardener,protobird-git,0.0,0.0
tensorflower-gardener,beckerhe,0.07692307692307693,0.7213475204444817
tensorflower-gardener,deqiangc,0.0,0.0
tensorflower-gardener,ermilovmaxim,0.0,0.0
tensorflower-gardener,mraunak,0.0,0.0
tensorflower-gardener,zvikinoza,0.0,0.0
tensorflower-gardener,allanrenucci,0.0,0.0
tensorflower-gardener,apivovarov,0.0,0.0
alexander-shaposhnikov,cantonios,0.0,0.0
alexander-shaposhnikov,mrguenther,0.0,0.0
alexander-shaposhnikov,mkuperst,0.0,0.0
alexander-shaposhnikov,mtsokol,0.0,0.0
alexander-shaposhnikov,protobird-git,0.0,0.0
alexander-shaposhnikov,beckerhe,0.0,0.0
alexander-shaposhnikov,deqiangc,0.0,0.0
alexander-shaposhnikov,mooskagh,0.0,0.0
alexander-shaposhnikov,ermilovmaxim,0.0,0.0
alexander-shaposhnikov,mraunak,0.0,0.0
alexander-shaposhnikov,zvikinoza,0.0,0.0
alexander-shaposhnikov,nvgrw,0.0,0.0
alexander-shaposhnikov,allanrenucci,0.0,0.0
alexander-shaposhnikov,ezhulenev,0.0,0.0
alexander-shaposhnikov,apivovarov,0.0,0.0
cantonios,mrguenther,0.0,0.0
cantonios,mkuperst,0.0,0.0
cantonios,mtsokol,0.0,0.0
cantonios,protobird-git,0.0,0.0
cantonios,beckerhe,0.0,0.0
cantonios,deqiangc,0.0,0.0
cantonios,mooskagh,0.0,0.0
cantonios,ermilovmaxim,0.0,0.0
cantonios,mraunak,0.0,0.0
cantonios,zvikinoza,0.0,0.0
cantonios,nvgrw,0.0,0.0
cantonios,allanrenucci,0.0,0.0
cantonios,ezhulenev,0.0,0.0
cantonios,apivovarov,0.0,0.0
mrguenther,mkuperst,0.0,0.0
mrguenther,mtsokol,0.0,0.0
mrguenther,protobird-git,0.0,0.0
mrguenther,beckerhe,0.0,0.0
mrguenther,deqiangc,0.0,0.0
mrguenther,mooskagh,0.0,0.0
mrguenther,ermilovmaxim,0.0,0.0
mrguenther,mraunak,0.0,0.0
mrguenther,zvikinoza,0.0,0.0
mrguenther,nvgrw,0.0,0.0
mrguenther,allanrenucci,0.0,0.0
mrguenther,ezhulenev,0.0,0.0
mrguenther,apivovarov,0.0,0.0
mkuperst,mtsokol,0.0,0.0
mkuperst,protobird-git,0.0,0.0
mkuperst,beckerhe,0.0,0.0
mkuperst,deqiangc,0.0,0.0
mkuperst,mooskagh,0.0,0.0
mkuperst,ermilovmaxim,0.0,0.0
mkuperst,mraunak,0.0,0.0
mkuperst,zvikinoza,0.0,0.0
mkuperst,nvgrw,0.0,0.0
mkuperst,allanrenucci,0.0,0.0
mkuperst,ezhulenev,0.0,0.0
mkuperst,apivovarov,0.0,0.0
mtsokol,protobird-git,0.0,0.0
mtsokol,beckerhe,0.0,0.0
mtsokol,deqiangc,0.0,0.0
mtsokol,mooskagh,0.0,0.0
mtsokol,ermilovmaxim,0.0,0.0
mtsokol,mraunak,0.0,0.0
mtsokol,zvikinoza,0.0,0.0
mtsokol,nvgrw,0.0,0.0
mtsokol,allanrenucci,0.0,0.0
mtsokol,ezhulenev,0.0,0.0
mtsokol,apivovarov,0.0,0.0
protobird-git,beckerhe,0.0,0.0
protobird-git,deqiangc,0.0,0.0
protobird-git,mooskagh,0.0,0.0
protobird-git,ermilovmaxim,0.0,0.0
protobird-git,mraunak,0.0,0.0
protobird-git,zvikinoza,0.0,0.0
protobird-git,nvgrw,0.0,0.0
protobird-git,allanrenucci,0.0,0.0
protobird-git,ezhulenev,0.0,0.0
protobird-git,apivovarov,0.0,0.0
beckerhe,deqiangc,0.0,0.0
beckerhe,mooskagh,0.0,0.0
beckerhe,mraunak,0.0,0.0
beckerhe,zvikinoza,0.0,0.0
beckerhe,nvgrw,0.125,0.7213475204444817
beckerhe,ezhulenev,0.0,0.0
beckerhe,apivovarov,0.16666666666666666,0.9102392266268373
deqiangc,mooskagh,0.0,0.0
deqiangc,ermilovmaxim,0.0,0.0
deqiangc,mraunak,0.0,0.0
deqiangc,zvikinoza,0.0,0.0
deqiangc,nvgrw,0.0,0.0
deqiangc,allanrenucci,0.0,0.0
deqiangc,ezhulenev,0.0,0.0
deqiangc,apivovarov,0.0,0.0
mooskagh,ermilovmaxim,0.0,0.0
mooskagh,mraunak,0.0,0.0
mooskagh,zvikinoza,0.0,0.0
mooskagh,nvgrw,0.3333333333333333,0.48089834696298783
mooskagh,allanrenucci,0.0,0.0
mooskagh,ezhulenev,1.0,0.48089834696298783
mooskagh,apivovarov,0.0,0.0
ermilovmaxim,mraunak,0.0,0.0
ermilovmaxim,zvikinoza,0.0,0.0
ermilovmaxim,nvgrw,0.0,0.0
ermilovmaxim,ezhulenev,0.0,0.0
ermilovmaxim,apivovarov,0.0,0.0
mraunak,zvikinoza,0.0,0.0
mraunak,nvgrw,0.0,0.0
mraunak,allanrenucci,0.0,0.0
mraunak,ezhulenev,0.0,0.0
mraunak,apivovarov,0.0,0.0
zvikinoza,nvgrw,0.0,0.0
zvikinoza,allanrenucci,0.0,0.0
zvikinoza,ezhulenev,0.0,0.0
zvikinoza,apivovarov,0.0,0.0
nvgrw,allanrenucci,0.0,0.0
nvgrw,ezhulenev,0.3333333333333333,0.48089834696298783
nvgrw,apivovarov,0.0,0.0
allanrenucci,ezhulenev,0.0,0.0
allanrenucci,apivovarov,0.0,0.0
ezhulenev,apivovarov,0.0,0.0
